Station;010 Wedding;032 Grunewald;042 Neukölln;077 Buch;085 Friedrichshagen;117 Schildhornstraße;124 Mariendorfer Damm;143 Silbersteinstraße;144 Silbersteinstraße;171 Mitte;174 Frankfurter Allee;190 Leipziger Straße;221 Karl-Marx-Straße
16.01.2023 02:00;5;4;5;6;4;6;6;6;6;5;6;6;6
16.01.2023 03:00;8;4;5;6;4;5;6;6;6;5;6;6;6
16.01.2023 04:00;8;4;5;5;4;5;6;6;6;5;7;6;6
16.01.2023 05:00;6;4;5;9;4;6;6;6;6;16;6;8;6
16.01.2023 06:00;8;5;5;7;5;6;7;7;7;6;7;7;6
16.01.2023 07:00;6;5;6;6;5;8;9;9;9;6;9;8;8
16.01.2023 08:00;7;5;6;6;5;8;10;10;10;8;11;10;8
16.01.2023 09:00;9;5;7;7;5;9;12;11;12;9;14;10;10
16.01.2023 10:00;9;5;7;7;5;9;11;13;12;11;18;12;10
16.01.2023 11:00;9;5;8;8;5;9;82;17;27;12;14;13;13
16.01.2023 12:00;9;5;11;7;5;9;27;16;20;12;18;14;13
16.01.2023 13:00;8;5;7;7;5;8;16;15;16;8;12;14;12
16.01.2023 14:00;9;5;8;6;5;9;12;13;15;16;14;12;12
16.01.2023 15:00;11;5;8;7;5;10;12;11;14;14;16;13;14
16.01.2023 16:00;14;6;8;7;4;10;12;11;14;10;12;13;15
16.01.2023 17:00;15;6;8;7;5;11;13;11;13;8;12;13;13
16.01.2023 18:00;11;7;8;7;6;10;12;12;15;8;12;14;14
16.01.2023 19:00;10;8;9;8;6;11;11;13;14;9;13;14;15
16.01.2023 20:00;10;8;10;8;6;11;11;12;13;9;13;13;13
16.01.2023 21:00;10;8;10;8;6;10;11;11;12;9;12;12;13
16.01.2023 22:00;9;8;8;8;6;10;10;10;10;8;11;11;11
16.01.2023 23:00;8;7;8;7;6;8;8;9;9;8;10;10;10
17.01.2023 00:00;7;6;7;7;6;8;8;8;8;7;10;9;9
17.01.2023 01:00;6;6;7;7;6;8;7;7;8;7;8;8;9
17.01.2023 02:00;6;6;7;7;5;7;7;7;8;7;8;8;8
17.01.2023 03:00;6;6;7;6;5;7;7;7;7;7;8;7;8
17.01.2023 04:00;7;7;7;6;6;8;8;8;8;7;8;8;8
17.01.2023 05:00;6;5;7;6;6;6;7;8;8;7;9;7;8
17.01.2023 06:00;5;4;5;6;5;5;7;7;7;5;8;6;6
17.01.2023 07:00;4;3;5;4;3;5;7;6;6;4;6;6;6
17.01.2023 08:00;5;4;5;5;5;6;7;7;7;5;7;6;6
17.01.2023 09:00;5;4;6;5;5;7;7;8;8;7;9;8;7
17.01.2023 10:00;5;4;6;5;4;6;9;9;9;9;11;9;9
17.01.2023 11:00;5;4;6;5;4;6;15;13;17;9;11;11;7
17.01.2023 12:00;4;3;5;4;4;5;11;8;12;8;9;10;7
17.01.2023 13:00;4;3;5;4;3;5;7;6;6;5;8;7;7
17.01.2023 14:00;5;4;6;4;4;6;8;7;7;6;8;7;7
17.01.2023 15:00;6;5;7;5;4;17;13;8;9;6;9;10;8
17.01.2023 16:00;7;6;9;6;5;10;30;11;11;10;11;9;9
17.01.2023 17:00;9;6;15;7;5;23;15;13;13;9;15;19;12
17.01.2023 18:00;12;6;15;7;5;16;13;15;16;10;16;25;14
17.01.2023 19:00;13;6;20;12;6;16;25;16;16;12;22;26;19
17.01.2023 20:00;12;7;21;19;7;16;24;19;18;14;23;23;22
17.01.2023 21:00;14;7;20;20;11;22;30;20;21;17;33;20;20
17.01.2023 22:00;16;7;27;25;13;23;30;31;30;22;31;19;27
17.01.2023 23:00;19;9;28;30;19;23;39;28;28;26;31;23;29
18.01.2023 00:00;17;10;25;32;16;22;34;26;25;25;33;22;28
18.01.2023 01:00;18;13;32;26;12;20;30;30;30;27;32;24;26
18.01.2023 02:00;21;12;27;26;11;21;26;28;29;23;27;25;29
18.01.2023 03:00;27;12;24;27;14;21;29;26;26;20;27;24;29
18.01.2023 04:00;23;11;22;26;14;23;27;23;23;19;24;21;22
18.01.2023 05:00;20;11;20;24;14;21;29;23;22;17;22;18;20
18.01.2023 06:00;17;11;18;21;12;22;29;22;22;14;17;16;19
18.01.2023 07:00;17;11;14;19;10;20;28;23;25;15;14;18;15
18.01.2023 08:00;15;12;15;18;8;19;19;20;21;15;16;19;15
18.01.2023 09:00;14;12;16;15;10;18;18;20;23;16;19;22;18
18.01.2023 10:00;15;12;17;13;9;20;22;20;26;17;16;28;21
18.01.2023 11:00;15;11;19;12;10;22;37;24;26;42;19;30;23
18.01.2023 12:00;13;13;21;11;10;22;34;25;26;241;22;27;23
18.01.2023 13:00;16;15;20;11;10;23;38;31;36;22;22;26;22
18.01.2023 14:00;14;16;16;13;12;22;38;25;27;57;20;24;19
18.01.2023 15:00;18;16;19;14;14;23;25;20;24;25;21;25;22
18.01.2023 16:00;18;14;16;14;15;22;23;20;21;24;21;26;17
18.01.2023 17:00;21;13;20;16;15;24;34;21;20;21;25;24;24
18.01.2023 18:00;21;14;21;17;16;23;57;27;27;24;25;25;25
18.01.2023 19:00;22;16;22;22;18;22;36;26;26;24;28;26;27
18.01.2023 20:00;23;16;25;22;18;24;30;29;27;20;31;27;26
18.01.2023 21:00;26;17;25;22;22;24;30;29;29;22;31;26;28
18.01.2023 22:00;22;19;25;23;24;27;30;29;29;24;33;25;27
18.01.2023 23:00;22;19;29;25;25;29;32;29;29;23;32;26;27
19.01.2023 00:00;20;19;26;26;24;28;29;29;29;24;32;25;27
19.01.2023 01:00;18;19;23;29;22;25;26;26;26;22;30;24;24
19.01.2023 02:00;17;17;22;28;19;24;26;25;25;21;25;22;23
19.01.2023 03:00;18;18;22;24;17;22;25;23;23;21;25;23;24
19.01.2023 04:00;20;18;22;19;19;21;24;23;22;21;26;23;23
19.01.2023 05:00;20;19;23;21;18;24;25;24;24;23;26;25;24
19.01.2023 06:00;21;21;22;21;18;24;24;24;23;22;27;25;24
19.01.2023 07:00;21;20;21;21;18;25;25;23;23;22;29;25;24
19.01.2023 08:00;25;20;21;21;19;24;27;26;25;23;32;26;24
19.01.2023 09:00;24;19;22;21;18;24;27;26;26;25;38;39;26
19.01.2023 10:00;21;18;22;22;16;22;22;25;24;26;38;29;25
19.01.2023 11:00;21;15;19;21;14;20;26;21;20;23;31;37;22
19.01.2023 12:00;18;14;21;19;;20;50;21;20;20;29;29;22
19.01.2023 13:00;19;14;20;18;15;20;48;22;21;20;34;30;24
19.01.2023 14:00;19;14;21;18;15;19;32;24;22;21;29;32;23
19.01.2023 15:00;19;14;21;18;15;22;28;24;24;21;30;30;24
19.01.2023 16:00;21;16;21;19;15;23;25;25;24;22;26;30;24
19.01.2023 17:00;21;18;22;20;15;25;28;30;27;22;28;30;26
19.01.2023 18:00;22;17;23;22;16;24;26;25;24;23;32;29;25
19.01.2023 19:00;19;16;24;22;16;22;26;24;23;21;34;29;26
19.01.2023 20:00;20;15;28;22;16;22;25;23;23;21;32;29;26
19.01.2023 21:00;19;15;27;21;17;23;24;23;22;21;29;26;25
19.01.2023 22:00;19;16;25;19;16;21;24;22;21;20;26;25;23
19.01.2023 23:00;19;16;20;19;16;21;24;22;22;19;27;24;23
20.01.2023 00:00;19;15;21;19;17;20;23;22;22;19;25;23;21
20.01.2023 01:00;20;15;20;19;17;22;28;24;24;22;27;23;21
20.01.2023 02:00;18;16;21;19;20;21;26;26;26;21;23;21;22
20.01.2023 03:00;18;16;20;18;21;21;21;22;22;20;23;20;21
20.01.2023 04:00;19;17;20;19;18;21;23;21;21;21;24;21;20
20.01.2023 05:00;21;20;20;20;18;25;25;23;23;22;25;22;21
20.01.2023 06:00;24;21;23;23;19;26;28;28;26;24;27;25;24
20.01.2023 07:00;24;21;25;23;21;26;32;27;26;28;31;28;25
20.01.2023 08:00;25;21;25;24;22;26;31;31;30;29;31;29;26
20.01.2023 09:00;25;22;25;26;23;27;30;32;30;27;36;28;25
20.01.2023 10:00;24;24;25;26;23;30;30;29;30;30;35;27;27
20.01.2023 11:00;22;25;28;26;25;31;34;28;29;28;30;30;28
20.01.2023 12:00;26;25;29;21;25;33;39;34;34;32;34;35;33
20.01.2023 13:00;27;24;33;25;24;32;50;37;37;34;35;41;36
20.01.2023 14:00;27;23;34;27;24;33;48;41;42;34;37;42;38
20.01.2023 15:00;29;22;36;29;26;34;57;43;45;38;39;43;40
20.01.2023 16:00;29;23;38;30;27;33;51;42;43;37;39;41;43
20.01.2023 17:00;29;22;37;29;27;34;44;44;47;36;41;37;40
20.01.2023 18:00;31;21;37;28;27;35;46;40;43;36;40;39;40
20.01.2023 19:00;29;21;36;26;25;36;43;37;41;33;35;38;39
20.01.2023 20:00;29;22;31;25;21;36;40;34;36;31;32;34;36
20.01.2023 21:00;26;22;29;22;20;34;35;32;33;27;30;34;33
20.01.2023 22:00;23;24;32;19;19;31;31;30;30;25;28;30;31
20.01.2023 23:00;22;22;24;17;18;26;28;25;25;22;22;27;25
21.01.2023 00:00;19;19;19;16;14;25;22;20;22;18;21;22;21
21.01.2023 01:00;15;17;17;15;14;19;19;19;20;16;20;19;19
21.01.2023 02:00;14;13;14;12;14;17;17;16;16;14;17;17;16
21.01.2023 03:00;12;12;15;12;21;15;15;16;16;13;17;14;16
21.01.2023 04:00;13;11;15;13;16;15;16;17;17;15;17;17;16
21.01.2023 05:00;13;11;15;12;14;15;17;17;17;15;17;17;17
21.01.2023 06:00;12;11;13;11;13;13;16;15;15;12;15;14;15
21.01.2023 07:00;11;10;12;11;11;13;15;15;15;12;14;14;14
21.01.2023 08:00;13;11;14;13;13;15;16;16;16;14;17;16;16
21.01.2023 09:00;17;14;18;16;16;20;19;20;19;19;21;21;21
21.01.2023 10:00;17;15;19;14;16;20;21;21;21;18;22;21;22
21.01.2023 11:00;17;14;19;14;15;19;20;22;21;18;21;22;23
21.01.2023 12:00;17;14;19;14;15;19;25;22;22;19;21;23;22
21.01.2023 13:00;15;14;18;13;13;17;27;21;22;18;20;21;21
21.01.2023 14:00;13;13;15;10;10;16;26;21;20;16;17;20;20
21.01.2023 15:00;12;10;13;8;8;14;19;17;16;18;14;19;18
21.01.2023 16:00;9;8;11;7;7;12;17;15;14;18;11;17;15
21.01.2023 17:00;7;7;8;6;6;9;10;10;10;10;9;10;12
21.01.2023 18:00;7;6;8;6;6;9;11;11;10;7;9;9;14
21.01.2023 19:00;7;6;8;6;5;9;10;11;11;7;9;9;13
21.01.2023 20:00;7;6;8;6;6;9;9;11;11;7;9;9;12
21.01.2023 21:00;7;6;9;5;6;8;9;11;13;7;8;9;11
21.01.2023 22:00;7;6;9;6;5;8;9;8;8;7;8;9;12
21.01.2023 23:00;7;6;8;6;5;9;8;8;9;6;8;9;10
22.01.2023 00:00;6;6;7;6;6;8;8;8;10;6;7;8;9
22.01.2023 01:00;6;6;7;6;6;8;8;8;9;6;7;8;9
22.01.2023 02:00;7;6;8;6;6;8;8;8;8;7;8;8;9
22.01.2023 03:00;7;6;8;6;6;8;9;9;9;7;8;8;9
22.01.2023 04:00;6;6;7;5;7;8;9;8;8;6;8;8;8
22.01.2023 05:00;5;5;6;5;7;8;8;8;7;6;7;7;8
22.01.2023 06:00;7;6;7;6;7;8;9;8;8;7;8;8;9
22.01.2023 07:00;8;7;9;7;8;9;10;10;9;8;11;9;11
22.01.2023 08:00;9;8;10;7;8;11;12;11;11;9;12;11;12
22.01.2023 09:00;10;9;11;8;9;12;13;12;12;10;12;11;13
22.01.2023 10:00;10;9;11;9;10;12;12;12;12;10;12;11;12
22.01.2023 11:00;11;10;13;11;11;13;14;14;14;11;14;13;14
22.01.2023 12:00;12;11;14;12;11;15;16;16;17;12;15;14;16
22.01.2023 13:00;13;11;14;12;11;15;16;15;15;13;16;14;16
22.01.2023 14:00;14;12;14;13;11;15;16;16;20;14;16;16;18
22.01.2023 15:00;15;13;16;14;12;16;17;17;16;15;18;17;18
22.01.2023 16:00;16;14;17;16;14;18;18;18;18;17;20;19;21
22.01.2023 17:00;18;14;19;16;16;19;20;19;24;17;21;19;22
22.01.2023 18:00;19;15;18;17;17;20;21;21;21;18;21;21;22
22.01.2023 19:00;20;16;19;17;16;20;22;21;21;17;21;19;22
22.01.2023 20:00;20;15;20;18;15;19;21;21;20;17;21;19;23
22.01.2023 21:00;18;15;19;19;15;20;20;20;19;17;19;19;22
22.01.2023 22:00;19;16;18;16;16;19;19;18;18;16;19;19;21
22.01.2023 23:00;17;15;21;16;17;19;21;21;21;17;20;19;21
23.01.2023 00:00;18;16;20;17;17;20;22;21;21;18;21;20;22
23.01.2023 01:00;18;17;19;17;19;20;22;21;21;18;21;21;22
23.01.2023 02:00;18;17;19;17;18;20;22;21;21;19;21;21;21
23.01.2023 03:00;18;17;19;17;19;20;22;21;21;19;22;21;22
23.01.2023 04:00;19;17;19;19;21;21;23;22;22;19;22;22;21
23.01.2023 05:00;19;18;19;19;20;21;25;23;23;19;22;22;21
23.01.2023 06:00;19;18;19;19;19;22;26;23;23;19;22;22;22
23.01.2023 07:00;19;18;20;19;20;22;27;25;25;20;23;23;23
23.01.2023 08:00;20;19;21;20;20;23;28;27;28;21;24;27;25
23.01.2023 09:00;21;20;27;19;21;23;30;30;32;21;25;28;24
23.01.2023 10:00;22;21;24;19;21;25;29;31;33;23;28;31;28
23.01.2023 11:00;22;23;25;20;21;27;30;33;34;24;28;31;28
23.01.2023 12:00;24;22;;21;22;28;33;36;38;28;29;33;31
23.01.2023 13:00;26;24;28;20;21;30;33;35;35;26;28;33;31
23.01.2023 14:00;23;24;25;19;18;30;32;31;31;23;27;29;29
23.01.2023 15:00;21;21;24;19;17;29;28;29;29;22;26;27;27
23.01.2023 16:00;19;20;24;18;16;27;28;29;29;21;24;26;26
23.01.2023 17:00;20;18;22;17;15;27;27;25;27;21;23;26;25
23.01.2023 18:00;20;18;22;17;16;23;25;27;27;19;24;25;27
23.01.2023 19:00;20;18;23;18;18;25;27;25;29;20;24;24;28
23.01.2023 20:00;20;18;23;18;19;23;24;25;26;19;23;24;26
23.01.2023 21:00;19;17;21;19;18;23;23;24;24;20;23;23;25
23.01.2023 22:00;20;17;21;18;17;20;22;22;22;19;22;22;24
23.01.2023 23:00;20;17;21;19;17;25;21;22;21;19;22;23;23
24.01.2023 00:00;20;19;20;20;17;28;21;22;23;19;22;23;23
24.01.2023 01:00;22;19;22;21;17;24;23;24;24;21;25;25;23
24.01.2023 02:00;21;20;22;18;18;23;25;25;25;22;25;25;25
24.01.2023 03:00;18;20;20;15;20;23;22;21;21;19;22;23;22
24.01.2023 04:00;15;18;17;13;18;19;21;20;19;16;19;18;19
24.01.2023 05:00;14;15;16;12;16;18;19;20;19;15;19;18;18
24.01.2023 06:00;15;15;17;13;17;18;21;21;20;17;19;19;19
24.01.2023 07:00;16;14;18;13;19;19;22;21;20;20;20;20;20
24.01.2023 08:00;17;15;20;17;22;20;25;25;24;27;23;25;22
24.01.2023 09:00;19;16;26;19;26;24;28;32;31;26;29;29;28
24.01.2023 10:00;20;18;33;30;27;29;38;39;40;31;36;33;36
24.01.2023 11:00;25;19;35;36;26;34;43;42;45;36;40;43;41
24.01.2023 12:00;33;21;36;29;25;;47;44;45;38;38;47;42
24.01.2023 13:00;34;24;35;29;26;;43;41;43;38;35;45;40
24.01.2023 14:00;32;33;35;26;25;;41;41;43;38;37;40;39
24.01.2023 15:00;31;36;33;23;25;;43;39;45;42;33;42;37
24.01.2023 16:00;30;35;35;21;27;;39;36;38;39;35;42;35
24.01.2023 17:00;27;33;37;22;28;;40;39;48;40;34;39;35
24.01.2023 18:00;27;32;35;22;28;;43;38;41;33;35;36;37
24.01.2023 19:00;27;31;32;22;27;;41;40;39;28;32;33;37
24.01.2023 20:00;27;30;26;22;24;;31;32;33;25;29;32;32
24.01.2023 21:00;26;28;28;21;24;;32;31;32;25;30;30;31
24.01.2023 22:00;25;28;28;19;23;;31;29;30;26;31;26;29
24.01.2023 23:00;21;26;24;18;23;;30;27;27;23;25;24;25
25.01.2023 00:00;21;23;22;19;21;;28;26;26;22;24;22;25
25.01.2023 01:00;20;23;24;18;20;;26;23;24;20;24;21;26
25.01.2023 02:00;20;23;23;18;20;;25;24;24;21;24;21;26
25.01.2023 03:00;21;21;26;17;19;;25;26;26;20;24;23;25
25.01.2023 04:00;22;21;22;17;19;;22;26;26;20;26;24;24
25.01.2023 05:00;22;20;21;16;18;;19;25;25;20;25;23;21
25.01.2023 06:00;21;19;16;17;19;;22;21;21;18;25;19;19
25.01.2023 07:00;20;18;15;17;18;;24;19;19;17;24;20;20
25.01.2023 08:00;16;13;14;19;15;;31;22;21;18;24;21;18
25.01.2023 09:00;19;13;20;21;15;;35;26;25;26;25;30;26
25.01.2023 10:00;20;15;22;23;15;;35;30;30;34;34;30;27
25.01.2023 11:00;19;15;20;19;18;;33;27;27;38;32;32;25
25.01.2023 12:00;20;16;22;18;17;;32;28;27;46;31;36;24
25.01.2023 13:00;20;18;25;20;16;;33;28;28;36;31;30;26
25.01.2023 14:00;21;17;27;20;17;25;36;29;28;32;31;34;27
25.01.2023 15:00;22;15;25;20;17;23;29;28;26;30;30;32;26
25.01.2023 16:00;19;15;22;22;16;22;31;28;26;29;27;26;24
25.01.2023 17:00;19;14;22;21;15;20;25;23;23;20;26;29;23
25.01.2023 18:00;16;13;21;20;14;19;24;22;21;18;24;22;22
25.01.2023 19:00;16;14;19;19;13;18;24;20;21;17;25;20;22
25.01.2023 20:00;16;14;17;17;14;19;22;20;20;17;22;19;20
25.01.2023 21:00;15;13;19;19;16;17;18;18;18;16;21;17;19
25.01.2023 22:00;13;12;16;17;13;16;17;18;17;15;21;16;18
25.01.2023 23:00;13;12;16;13;12;16;17;18;17;14;18;16;17
26.01.2023 00:00;13;11;15;12;12;15;17;16;16;14;18;15;17
26.01.2023 01:00;13;12;14;13;13;14;18;16;16;14;19;16;16
26.01.2023 02:00;15;13;14;13;12;16;17;16;16;15;18;16;15
26.01.2023 03:00;16;13;15;13;12;17;19;16;16;15;18;18;16
26.01.2023 04:00;15;13;15;13;14;18;18;17;17;16;19;18;17
26.01.2023 05:00;13;11;16;13;13;17;19;18;17;16;20;18;18
26.01.2023 06:00;13;11;15;14;13;14;17;19;18;14;20;16;17
26.01.2023 07:00;13;11;13;12;14;15;19;18;18;15;19;17;16
26.01.2023 08:00;12;10;13;13;14;14;21;14;15;20;19;16;17
26.01.2023 09:00;11;10;14;12;12;13;18;16;17;21;17;17;17
26.01.2023 10:00;11;9;13;11;13;13;17;17;17;17;18;17;17
26.01.2023 11:00;11;9;15;11;14;13;28;19;20;19;19;19;19
26.01.2023 12:00;12;10;16;11;14;14;32;21;21;17;20;19;20
26.01.2023 13:00;11;8;17;10;15;16;33;25;25;19;20;20;22
26.01.2023 14:00;11;10;17;10;16;13;31;24;25;22;19;19;21
26.01.2023 15:00;11;11;14;11;18;14;30;23;24;18;20;17;21
26.01.2023 16:00;13;13;22;11;17;17;30;19;19;19;18;18;20
26.01.2023 17:00;17;13;18;11;12;17;34;20;20;17;19;21;22
26.01.2023 18:00;16;14;19;12;13;19;32;25;24;16;20;22;24
26.01.2023 19:00;15;13;19;13;16;18;30;24;23;17;19;21;23
26.01.2023 20:00;16;15;18;13;16;20;30;25;27;17;21;21;23
26.01.2023 21:00;17;16;17;14;15;19;26;21;20;17;19;21;23
26.01.2023 22:00;15;14;16;16;14;18;23;21;25;15;20;18;21
26.01.2023 23:00;15;13;15;16;14;16;21;22;25;13;19;16;18
27.01.2023 00:00;13;13;13;15;13;17;19;15;15;12;16;16;16
27.01.2023 01:00;11;12;12;13;12;15;14;13;13;11;15;13;14
27.01.2023 02:00;11;13;11;12;12;11;12;13;13;11;14;13;14
27.01.2023 03:00;11;10;12;12;14;11;13;14;14;11;14;13;14
27.01.2023 04:00;11;9;12;12;14;12;15;13;13;12;13;13;13
27.01.2023 05:00;10;9;11;10;15;11;14;13;13;11;13;12;12
27.01.2023 06:00;10;9;11;9;13;11;15;14;15;10;15;11;12
27.01.2023 07:00;9;9;9;9;11;12;15;14;14;10;12;10;11
27.01.2023 08:00;10;9;9;10;11;10;13;17;22;11;11;10;11
27.01.2023 09:00;10;8;11;12;9;11;11;12;13;21;13;12;12
27.01.2023 10:00;10;9;13;14;8;13;14;13;13;12;13;14;14
27.01.2023 11:00;9;9;12;7;7;14;12;13;14;10;11;12;13
27.01.2023 12:00;8;7;11;7;6;13;11;12;13;9;10;11;13
27.01.2023 13:00;8;6;9;9;5;11;9;10;9;7;8;10;10
27.01.2023 14:00;10;8;11;9;5;11;9;11;10;11;10;12;13
27.01.2023 15:00;8;8;11;7;5;15;13;14;14;10;12;12;16
27.01.2023 16:00;7;7;10;7;6;12;12;12;12;8;11;11;13
27.01.2023 17:00;8;8;9;8;6;10;9;10;10;8;9;10;12
27.01.2023 18:00;10;8;11;7;6;9;10;10;10;8;10;11;14
27.01.2023 19:00;9;8;11;7;6;10;10;10;10;9;10;13;17
27.01.2023 20:00;9;6;11;7;6;10;10;10;9;10;10;13;15
27.01.2023 21:00;9;7;15;7;7;11;14;16;21;10;17;13;19
27.01.2023 22:00;8;7;14;6;7;10;15;13;15;9;14;14;15
27.01.2023 23:00;8;7;12;7;8;11;14;12;13;10;12;16;14
28.01.2023 00:00;8;7;13;7;8;10;16;13;14;10;13;13;13
28.01.2023 01:00;8;7;13;7;8;9;13;13;15;10;13;11;15
28.01.2023 02:00;8;8;13;7;8;10;13;13;13;10;13;10;14
28.01.2023 03:00;8;7;12;7;8;10;13;13;14;9;13;10;13
28.01.2023 04:00;8;7;11;7;8;10;11;12;12;9;12;10;12
28.01.2023 05:00;7;7;9;7;8;10;11;12;11;8;12;13;10
28.01.2023 06:00;7;7;8;7;7;10;13;14;12;8;12;15;10
28.01.2023 07:00;9;7;9;7;6;9;40;18;16;9;13;17;12
28.01.2023 08:00;11;7;13;8;7;16;35;21;20;13;15;23;16
28.01.2023 09:00;8;8;14;8;9;14;34;23;22;12;19;20;17
28.01.2023 10:00;6;7;13;7;11;13;37;27;29;11;17;20;16
28.01.2023 11:00;5;5;9;6;15;15;40;22;19;8;11;15;13
28.01.2023 12:00;5;5;6;5;16;9;31;13;12;6;9;14;10
28.01.2023 13:00;7;5;8;6;7;10;24;11;12;9;8;16;11
28.01.2023 14:00;7;5;8;7;5;9;28;11;11;22;14;13;15
28.01.2023 15:00;6;4;8;6;6;10;40;10;11;8;15;15;14
28.01.2023 16:00;6;4;8;4;9;11;39;19;20;8;13;14;15
28.01.2023 17:00;6;4;9;6;8;10;28;14;16;8;11;15;15
28.01.2023 18:00;7;4;13;6;7;10;28;18;21;14;14;15;17
28.01.2023 19:00;7;5;9;8;8;9;28;12;14;9;12;15;15
28.01.2023 20:00;9;6;12;8;8;10;26;18;19;9;15;15;17
28.01.2023 21:00;9;7;15;8;8;11;29;19;20;10;16;14;20
28.01.2023 22:00;9;8;14;8;10;12;31;20;20;10;16;15;16
28.01.2023 23:00;9;9;12;10;11;12;25;18;18;11;18;15;15
29.01.2023 00:00;11;10;13;10;10;14;14;17;17;12;19;16;15
29.01.2023 01:00;14;13;14;12;10;16;20;16;17;14;21;20;17
29.01.2023 02:00;17;16;15;14;12;18;21;18;18;17;21;21;18
29.01.2023 03:00;19;17;18;17;14;19;22;20;19;19;23;21;20
29.01.2023 04:00;19;18;18;19;16;20;21;20;20;19;24;23;21
29.01.2023 05:00;19;18;19;20;17;20;22;21;21;19;24;22;21
29.01.2023 06:00;19;18;19;20;17;21;22;21;21;20;23;22;21
29.01.2023 07:00;20;18;20;20;18;21;23;22;22;21;24;22;22
29.01.2023 08:00;20;19;20;22;19;22;23;22;22;21;24;22;22
29.01.2023 09:00;20;19;21;21;19;23;24;22;23;21;26;23;22
29.01.2023 10:00;20;18;20;21;18;23;26;23;23;21;26;23;22
29.01.2023 11:00;20;17;20;21;18;22;25;23;22;21;25;22;22
29.01.2023 12:00;18;16;19;20;17;19;22;22;21;19;22;20;20
29.01.2023 13:00;16;15;17;17;15;17;18;19;19;18;21;19;18
29.01.2023 14:00;16;15;16;16;14;17;22;18;18;16;21;20;19
29.01.2023 15:00;16;15;17;16;14;17;25;18;18;17;22;21;20
29.01.2023 16:00;18;17;18;18;14;19;21;18;19;18;21;21;19
29.01.2023 17:00;18;15;20;18;14;18;20;20;21;18;22;20;19
29.01.2023 18:00;17;15;22;19;15;19;21;20;20;18;23;20;20
29.01.2023 19:00;17;15;22;18;16;20;21;22;21;19;24;20;21
29.01.2023 20:00;16;14;20;16;14;19;20;19;19;18;22;19;20
29.01.2023 21:00;15;13;18;15;15;17;19;19;19;17;21;18;19
29.01.2023 22:00;14;12;16;14;14;15;17;17;17;15;19;16;17
29.01.2023 23:00;13;12;15;13;12;15;17;16;16;14;18;16;17
30.01.2023 00:00;13;12;15;12;13;15;18;16;16;14;18;16;16
30.01.2023 01:00;13;12;14;12;13;15;18;16;16;14;17;16;16
30.01.2023 02:00;14;13;15;13;14;16;19;18;17;15;18;17;17
30.01.2023 03:00;15;14;16;14;16;17;20;19;19;16;19;18;19
30.01.2023 04:00;16;15;17;16;17;18;20;20;19;17;20;19;19
30.01.2023 05:00;16;15;18;16;17;18;21;20;20;18;21;19;20
30.01.2023 06:00;15;14;17;16;15;18;21;20;20;17;20;19;19
30.01.2023 07:00;15;14;16;16;15;18;22;20;19;17;20;19;18
30.01.2023 08:00;15;13;16;16;14;16;21;19;19;17;19;18;18
30.01.2023 09:00;11;9;13;12;13;13;19;17;17;15;16;14;15
30.01.2023 10:00;9;7;10;8;11;9;15;13;13;11;12;11;10
30.01.2023 11:00;7;6;8;8;9;7;9;8;8;9;11;9;9
30.01.2023 12:00;8;7;9;8;7;9;10;9;9;9;10;10;10
30.01.2023 13:00;9;9;11;11;9;10;15;10;12;12;14;12;12
30.01.2023 14:00;8;8;10;9;7;11;24;10;11;9;11;11;12
30.01.2023 15:00;8;7;10;9;8;9;19;10;10;11;11;11;12
30.01.2023 16:00;5;4;7;5;6;6;8;7;8;6;8;9;9
30.01.2023 17:00;5;5;7;5;5;6;9;7;8;6;7;8;9
30.01.2023 18:00;7;6;9;6;6;8;10;9;11;8;9;10;10
30.01.2023 19:00;7;6;9;7;6;8;10;10;11;8;10;10;10
30.01.2023 20:00;10;10;12;11;9;12;12;11;13;11;13;13;13
30.01.2023 21:00;13;12;14;16;11;14;15;13;15;13;15;15;15
30.01.2023 22:00;12;10;14;13;11;14;14;17;16;13;15;14;14
30.01.2023 23:00;11;8;12;12;9;10;13;10;12;11;14;12;12
31.01.2023 00:00;10;10;11;12;9;12;13;10;12;11;13;12;12
31.01.2023 01:00;12;11;12;12;10;14;14;11;14;12;14;14;13
31.01.2023 02:00;12;10;13;12;11;13;15;11;14;12;14;14;13
31.01.2023 03:00;11;9;11;11;10;12;13;10;12;11;13;13;12
31.01.2023 04:00;10;9;11;10;9;11;14;9;12;10;12;12;12
31.01.2023 05:00;9;8;10;10;9;10;12;9;11;9;12;11;10
31.01.2023 06:00;9;8;10;10;9;11;13;11;11;10;12;12;11
31.01.2023 07:00;9;8;10;9;9;10;14;11;12;10;12;11;11
31.01.2023 08:00;10;9;11;11;9;11;16;14;13;14;14;13;13
31.01.2023 09:00;9;8;11;10;9;11;16;21;14;12;13;13;13
31.01.2023 10:00;10;8;10;10;9;9;12;11;11;15;13;12;11
31.01.2023 11:00;11;10;13;10;9;12;14;14;15;13;16;14;14
31.01.2023 12:00;11;9;13;12;9;12;16;15;15;16;17;14;14
31.01.2023 13:00;12;10;13;13;8;14;16;16;15;16;16;15;14
31.01.2023 14:00;11;9;14;14;8;14;15;16;15;15;17;13;13
31.01.2023 15:00;10;9;12;12;7;13;15;15;13;16;15;12;12
31.01.2023 16:00;7;6;8;9;6;8;10;11;10;8;11;10;9
